Year,Month,State,Location,Food,Species,Illnesses,Hospitalizations,Fatalities,Food_grouped,Species_grouped,primary_location
1998,January,California,Restaurant,Unknown,Unknown,20,0.0,0.0,Unknown,Unknown,Restaurant
1998,January,California,Unknown,Custard,Unknown,112,0.0,0.0,Custard,Unknown,Unknown
1998,January,California,Restaurant,Unknown,Unknown,35,0.0,0.0,Unknown,Unknown,Restaurant
1998,January,California,Restaurant,"Fish, Ahi",Scombroid toxin,4,0.0,0.0,Fish,Scombroid toxin,Restaurant
1998,January,California,Private Home/Residence,"Lasagna, Unspecified; Eggs, Other",Salmonella enterica,26,3.0,0.0,"Lasagna, Unspecified; Eggs, Other",Salmonella enterica,Private Home/Residence
1998,January,California,Restaurant,Unknown,Shigella boydii,25,3.0,0.0,Unknown,Shigella boydii,Restaurant
1998,January,California,Restaurant,Unknown,Unknown,8,0.0,0.0,Unknown,Unknown,Restaurant
1998,January,California,Restaurant,"Stuffing, Unspecified; Sandwich, Turkey",Salmonella enterica,4,3.0,0.0,"Stuffing, Unspecified; Sandwich, Turkey",Salmonella enterica,Restaurant
1998,January,Colorado,Restaurant,"Salad, Unspecified",Virus,21,0.0,0.0,Salad,Virus,Restaurant
1998,January,Colorado,Restaurant,"Peppers, Chili",Virus,3,0.0,0.0,"Peppers, Chili",Virus,Restaurant
1998,January,Colorado,Grocery Store,Unknown,Virus,8,0.0,0.0,Unknown,Virus,Grocery Store
1998,January,Colorado,Restaurant,Unknown,Virus,28,0.0,0.0,Unknown,Virus,Restaurant
1998,January,Colorado,Private Home/Residence,Unknown,Virus,10,0.0,0.0,Unknown,Virus,Private Home/Residence
1998,January,Florida,Restaurant,Chicken Salad,Unknown,2,0.0,0.0,Chicken,Unknown,Restaurant
1998,January,Florida,Restaurant,"Hot Dog, Kielbasa",Unknown,3,0.0,0.0,"Hot Dog, Kielbasa",Unknown,Restaurant
1998,January,Florida,Restaurant,"Ethnic Style, Unspecified",Clostridium perfringens,3,0.0,0.0,"Ethnic Style, Unspecified",Clostridium perfringens,Restaurant
1998,January,Florida,Restaurant,Greek Salad,Norovirus genogroup I,2,0.0,0.0,Salad,Norovirus,Restaurant
1998,January,Florida,Restaurant,"Ground Beef, Cheeseburger",Staphylococcus aureus,2,0.0,0.0,Ground Beef,Staphylococcus aureus,Restaurant
1998,January,Florida,Restaurant,"Pasta, Unspecified",Bacillus cereus,2,0.0,0.0,Rice/Beans,Bacillus cereus,Restaurant
1998,January,Florida,Restaurant,"Sauces, Unspecified; Tuna, Unspecified",Scombroid toxin,2,2.0,0.0,"Sauces, Unspecified; Tuna, Unspecified",Scombroid toxin,Restaurant
1998,January,Florida,Restaurant,"Sandwich, Chicken",Campylobacter unknown,3,1.0,0.0,Chicken,Campylobacter,Restaurant
1998,January,Florida,Restaurant,"Chicken, Unspecified",Unknown,3,0.0,0.0,Chicken,Unknown,Restaurant
1998,January,Florida,Restaurant,"Chicken, Fried",Bacillus cereus,5,0.0,0.0,Chicken,Bacillus cereus,Restaurant
1998,January,Florida,Restaurant,"Doughnuts, Unspecified",Unknown,3,0.0,0.0,Doughnuts,Unknown,Restaurant
1998,January,Florida,Restaurant,"Tomato Sauce, Unspecified",Unknown,5,0.0,0.0,"Tomato Sauce, Unspecified",Unknown,Restaurant
1998,January,Florida,Restaurant,"Steak, Unspecified",Unknown,2,0.0,0.0,Chocolate Milk,Unknown,Restaurant
1998,January,Florida,Restaurant,Unknown Food,Unknown,2,0.0,0.0,Unknown Seafood,Unknown,Restaurant
1998,January,Florida,Restaurant,"Chicken, Nuggets/Fingers; French Fries; Soda, Unspecified",Unknown,2,1.0,0.0,"Chicken, Nuggets/Fingers; French Fries; Soda, Unspecified",Unknown,Restaurant
1998,January,Florida,Private Home/Residence,"Turkey, Unspecified",Unknown,18,5.0,0.0,Salad,Unknown,Private Home/Residence
1998,January,Florida,Grocery Store,"Pork, Unspecified",Unknown,2,0.0,0.0,"Nachos, Unspecified; Ribs, Pork",Unknown,Grocery Store
1998,January,Florida,Restaurant,"Salmon, Raw; Tuna, Raw",Campylobacter unknown,3,0.0,0.0,"Salmon, Raw; Tuna, Raw",Campylobacter,Restaurant
1998,January,Guam,Private Home/Residence,"Other Milk, Unspecified",Unknown,2,0.0,0.0,"Other Milk, Unspecified",Unknown,Private Home/Residence
1998,January,Guam,Restaurant,"Chicken, Unspecified",Vibrio parahaemolyticus,47,0.0,0.0,Chicken,Vibrio parahaemolyticus,Restaurant
1998,January,Hawaii,Private Home/Residence,"Fish, Grouper, Unspecified",Ciguatoxin,3,0.0,0.0,Fish,Ciguatoxin,Private Home/Residence
1998,January,Hawaii,Private Home/Residence,"Fish, Mahi Mahi",Scombroid toxin,2,0.0,0.0,Fish,Scombroid toxin,Private Home/Residence
1998,January,Hawaii,Restaurant,"Fish, Ahi",Scombroid toxin,2,0.0,0.0,Fish,Scombroid toxin,Restaurant
1998,January,Illinois,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
1998,January,Illinois,Unknown,Unknown,Unknown,11,0.0,0.0,Unknown,Unknown,Unknown
1998,January,Illinois,Restaurant,Unknown,Unknown,4,1.0,0.0,Unknown,Unknown,Restaurant
1998,January,Indiana,Restaurant,Unknown,Shigella flexneri,25,3.0,0.0,Unknown,Shigella flexneri,Restaurant
1998,January,Maryland,Private Home/Residence,"Ground Beef, Unspecified",Unknown,3,0.0,0.0,Beef,Unknown,Private Home/Residence
1998,January,Maryland,Restaurant,Chicken Salad,Clostridium perfringens,3,0.0,0.0,Chicken,Clostridium perfringens,Restaurant
1998,January,Maryland,Restaurant,"Burrito, Chicken",Salmonella enterica,4,0.0,0.0,"Burrito, Chicken",Salmonella enterica,Restaurant
1998,January,Maryland,Restaurant,Unknown,Hepatitis A,21,0.0,0.0,Unknown,Hepatitis A,Restaurant
1998,January,Maryland,Restaurant,Unknown,Bacillus cereus,3,0.0,0.0,Unknown,Bacillus cereus,Restaurant
1998,January,Maryland,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
1998,January,Maryland,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
1998,January,Maryland,Restaurant,"Rice, Unspecified; Chicken, Unspecified; Pork, Unspecified",Unknown,3,0.0,0.0,"Rice, Unspecified; Chicken, Unspecified; Pork, Unspecified",Unknown,Restaurant
1998,January,Maryland,Restaurant,"Cake, Tiramisu; Eggs, Other",Salmonella enterica,8,0.0,0.0,"Cake, Tiramisu; Eggs, Other",Salmonella enterica,Restaurant
1998,January,Maryland,Private Home/Residence,Chicken Salad,Salmonella enterica,5,1.0,0.0,Chicken,Salmonella enterica,Private Home/Residence
1998,January,Maryland,Restaurant,Chicken Fried Rice,Clostridium perfringens,4,0.0,0.0,Chicken,Clostridium perfringens,Restaurant
1998,January,Maryland,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
1998,January,Massachusetts,Restaurant,"Dips, Unspecified",Shigella sonnei,79,6.0,0.0,Dessert,Shigella sonnei,Restaurant
1998,January,Massachusetts,Unknown,Unknown,Unknown,115,0.0,0.0,Unknown,Unknown,Unknown
1998,January,Michigan,Unknown,"Chicken, Unspecified; Cake, Cheese",Unknown,2,0.0,0.0,"Chicken, Unspecified; Cake, Cheese",Unknown,Unknown
1998,January,Michigan,Unknown,"Macaroni And Cheese; Chicken, Unspecified",Unknown,6,0.0,0.0,"Gravy, Chicken; Macaroni And Cheese; Rice, Yellow",Unknown,Unknown
1998,January,Michigan,Unknown,Multiple Foods,Unknown,5,0.0,0.0,Multiple Foods,Unknown,Unknown
1998,January,Michigan,Restaurant,"Eggs, Unspecified; Pork, Bacon; Potato, Unspecified",Unknown,2,0.0,0.0,"Pork; Tripe; Potato, Unspecified; Rice, Unspecified; Corn; Guinea Pig",Unknown,Restaurant
1998,January,Michigan,Unknown,Unknown,Unknown,133,0.0,0.0,Unknown,Unknown,Unknown
1998,January,Michigan,Restaurant,Unknown,Unknown,47,0.0,0.0,Unknown,Unknown,Restaurant
1998,January,Michigan,Restaurant,"Ground Beef, Cheeseburger",Unknown,4,0.0,0.0,Ground Beef,Unknown,Restaurant
1998,January,Michigan,Restaurant,"Rice, Unspecified; Lettuce, Unspecified",Unknown,5,0.0,0.0,"Rice, Unspecified; Carrots, Unspecified; Fish, White",Unknown,Restaurant
1998,January,Michigan,Unknown,"Sandwich, Roast Beef",Unknown,2,0.0,0.0,"Sandwich, Roast Beef",Unknown,Unknown
1998,January,Michigan,Restaurant,"Soup Unspecified; Stew/Chili, Unspecified; Steak, Unspecified",Unknown,3,3.0,0.0,"Rice, Unspecified; Chicken, Unspecified; Pork, Unspecified",Unknown,Restaurant
1998,January,Michigan,Restaurant,"Pizza, Unspecified",Unknown,19,0.0,0.0,Pie,Unknown,Restaurant
1998,January,Michigan,Restaurant,"Eggs, Unspecified",Unknown,3,0.0,0.0,Dessert,Unknown,Restaurant
1998,January,Minnesota,Unknown,Unknown,Shigella sonnei,19,0.0,0.0,Unknown,Shigella sonnei,Unknown
1998,January,Minnesota,Restaurant,Blue Cheese Dressing,Unknown,16,0.0,0.0,Blue Cheese Dressing,Unknown,Restaurant
1998,January,Multistate,Private Home/Residence,"Eggnog, Homemade",Salmonella enterica,4,0.0,0.0,"Eggnog, Homemade",Salmonella enterica,Private Home/Residence
1998,January,New York,Restaurant,Unknown,Salmonella enterica,3,1.0,0.0,Unknown,Salmonella enterica,Restaurant
1998,January,New York,Unknown,"Sausage, Dried",Salmonella enterica,2,0.0,0.0,"Sausage, Dried",Salmonella enterica,Unknown
1998,January,New York,Catering Service,Unspecified Fruit,Unknown,26,0.0,0.0,"Infant Formula, Unspecified",Unknown,Catering Service
1998,January,North Carolina,Catering Service,Unknown,Norovirus genogroup I,8,0.0,0.0,Unknown,Norovirus,Catering Service
1998,January,Ohio,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
1998,January,Ohio,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
1998,January,Ohio,Restaurant,"Pizza, Pepperoni",Unknown,4,0.0,0.0,"Pizza, Pepperoni",Unknown,Restaurant
1998,January,Oregon,Unknown,Unknown,Shigella boydii,2,0.0,0.0,Unknown,Shigella boydii,Unknown
1998,January,Oregon,Unknown,"Homemade Cheese, Unspecified",Salmonella enterica,8,0.0,0.0,"Homemade Cheese, Unspecified",Salmonella enterica,Unknown
1998,January,Pennsylvania,Unknown,"Cake, Unspecified; Ice Cream, Unspecified",Unknown,23,0.0,0.0,"Rice, Unspecified; Carrots, Unspecified; Fish, White",Unknown,Unknown
1998,January,Pennsylvania,Restaurant; Catering Service,"Pasta, Unspecified; Meatballs",Salmonella enterica,4,2.0,0.0,"Pasta, Unspecified; Meatballs",Salmonella enterica,Restaurant
1998,January,Pennsylvania,Restaurant,"Chicken, Unspecified",Unknown,16,0.0,0.0,Chicken,Unknown,Restaurant
1998,January,Pennsylvania,Restaurant,Unknown,Unknown,17,0.0,0.0,Unknown,Unknown,Restaurant
1998,January,Texas,Unknown,Turkey Salad,Staphylococcus aureus,218,0.0,0.0,Turkey Salad,Staphylococcus aureus,Unknown
1998,January,Virginia,Restaurant,Unknown,Unknown,13,0.0,0.0,Unknown,Unknown,Restaurant
1998,January,Washington,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
1998,January,Wisconsin,Catering Service,"Beef, Unspecified",Clostridium perfringens,34,0.0,0.0,Beef,Clostridium perfringens,Catering Service
1998,February,California,Restaurant,"Enchilada, Chicken",Salmonella enterica,10,1.0,0.0,"Enchilada, Beef",Salmonella enterica,Restaurant
1998,February,Colorado,Restaurant,Onion Dip,Virus,11,0.0,0.0,Onion Dip,Virus,Restaurant
1998,February,Colorado,Restaurant,"Refried Beans, Unspecified; Peppers, Chili",Clostridium perfringens,10,0.0,0.0,"Refried Beans, Unspecified; Peppers, Chili",Clostridium perfringens,Restaurant
1998,February,Colorado,Restaurant,Cream Cheese,Virus,6,0.0,0.0,Cream Cheese,Virus,Restaurant
1998,February,Connecticut,Restaurant,"French Toast, Unspecified; Shell Eggs, Scrambled Hard",Salmonella enterica,10,0.0,0.0,"French Toast, Unspecified; Shell Eggs, Scrambled Hard",Salmonella enterica,Restaurant
1998,February,Connecticut,School/College/University,"Deli Meat, Unspecified",Unknown,38,0.0,0.0,"Deli Meat, Multiple; Bread, Unspecified",Unknown,School/College/University
1998,February,Florida,Restaurant,"Stir-Fry, Unspecified; Lettuce-Based Salads Unspecified",Norovirus genogroup I,39,0.0,0.0,"Stir-Fry, Unspecified; Lettuce-Based Salads Unspecified",Norovirus,Restaurant
1998,February,Florida,Restaurant,"Pork, Bbq; Beans, Baked",Clostridium perfringens,3,0.0,0.0,"Pork, Bbq; Beans, Baked",Clostridium perfringens,Restaurant
1998,February,Florida,Unknown,"Hot Dog, Unspecified",Unknown,8,0.0,0.0,"Hot Dog, Unspecified; Sauerkraut",Unknown,Unknown
1998,February,Florida,Restaurant,"Beef, Other",Clostridium perfringens,3,0.0,0.0,Beef,Clostridium perfringens,Restaurant
1998,February,Florida,Restaurant,"Chicken, Buffalo Wings",Unknown,6,0.0,0.0,Chicken,Unknown,Restaurant
1998,February,Florida,Restaurant,"Chicken, Other",Unknown,2,1.0,0.0,"Duck, Other",Unknown,Restaurant
1998,February,Florida,Grocery Store,"Oil, Unspecified",Unknown,4,0.0,0.0,Fruit,Unknown,Grocery Store
1998,February,Florida,Catering Service,"Stir-Fry, Unspecified; Caesar Salad",Norovirus genogroup I,35,1.0,0.0,"Stir-Fry, Unspecified; Caesar Salad",Norovirus,Catering Service
1998,February,Florida,Unknown,"Burrito, Unspecified",Staphylococcus aureus,18,0.0,0.0,Butter,Staphylococcus aureus,Unknown
1998,February,Florida,Unknown,"Hot Dog, Unspecified",Unknown,2,0.0,0.0,"Hot Dog, Unspecified; Sauerkraut",Unknown,Unknown
1998,February,Florida,Restaurant,Unknown,Staphylococcus aureus,8,0.0,0.0,Unknown,Staphylococcus aureus,Restaurant
1998,February,Florida,Restaurant; Grocery Store,"Pudding, Chocolate; Salad, Unspecified; Cake, Carrot",Unknown,3,0.0,0.0,"Pudding, Chocolate; Salad, Unspecified; Cake, Carrot",Unknown,Restaurant
1998,February,Florida,Restaurant,Unknown,Unknown,5,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,Florida,Restaurant,"Salmon, Unspecified",Unknown,2,0.0,0.0,Fish,Unknown,Restaurant
1998,February,Florida,Unknown,"Ethnic Style, Unspecified",Bacillus cereus,4,0.0,0.0,"Ethnic Style, Unspecified",Bacillus cereus,Unknown
1998,February,Florida,Restaurant,"Ethnic Style, Unspecified",Unknown,2,0.0,0.0,"Ethnic Style, Unspecified",Unknown,Restaurant
1998,February,Florida,Catering Service,"Rice, Unspecified",Bacillus cereus,50,1.0,0.0,"Water; Pickles, Unspecified",Bacillus cereus,Catering Service
1998,February,Florida,Restaurant,"Tuna Dishes, Unspecified",Unknown,2,0.0,0.0,"Stuffed Shells, Unspecified",Unknown,Restaurant
1998,February,Florida,Restaurant,"Rice, Unspecified",Bacillus cereus,43,0.0,0.0,"Water; Pickles, Unspecified",Bacillus cereus,Restaurant
1998,February,Florida,Restaurant,"Cream Sauce, Unspecified",Bacillus cereus,15,0.0,0.0,Dessert Unspecified; Cranberry Sauce,Bacillus cereus,Restaurant
1998,February,Florida,Restaurant,"Ground Beef, Hamburger",Unknown,4,0.0,0.0,Ground Beef,Unknown,Restaurant
1998,February,Florida,Restaurant,Wine,Unknown,3,2.0,0.0,Wine,Unknown,Restaurant
1998,February,Florida,Restaurant,"Ground Beef, Hamburger",Unknown,3,0.0,0.0,Ground Beef,Unknown,Restaurant
1998,February,Illinois,Restaurant,Unknown,Unknown,33,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,Indiana,Unknown,Macaroni Salad,Staphylococcus aureus,101,0.0,0.0,Macaroni Salad,Staphylococcus aureus,Unknown
1998,February,Indiana,Restaurant,"Crepe, Unspecified",Unknown,9,0.0,0.0,"Whipped Cream, Unspecified",Unknown,Restaurant
1998,February,Maryland,Restaurant,Unknown,Unknown,8,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,Maryland,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,Maryland,Restaurant,"Sandwich, Chicken",Unknown,6,0.0,0.0,Chicken,Unknown,Restaurant
1998,February,Maryland,Restaurant,"Eggs, Unspecified; Biscuits And Gravy",Unknown,2,0.0,0.0,"Eggs, Unspecified; Biscuits And Gravy",Unknown,Restaurant
1998,February,Maryland,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,Maryland,Restaurant,Unknown,Unknown,17,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,Michigan,Restaurant,"Sandwich, Reuben; Ground Beef, Hamburger",Unknown,3,0.0,0.0,"Ground Beef, Hamburger; Sandwich, Chicken",Unknown,Restaurant
1998,February,Michigan,Restaurant,"Chicken, Unspecified; Coleslaw",Unknown,5,0.0,0.0,"Chicken, Unspecified; Coleslaw",Unknown,Restaurant
1998,February,Michigan,Restaurant,"Taco, Unspecified",Unknown,5,0.0,0.0,Lettuce,Unknown,Restaurant
1998,February,Michigan,Restaurant,Ice,Unknown,4,0.0,0.0,Ice,Unknown,Restaurant
1998,February,Michigan,Restaurant,Pita,Unknown,8,0.0,0.0,Pita,Unknown,Restaurant
1998,February,Michigan,Catering Service,"Chicken, Unspecified",Unknown,20,0.0,0.0,Chicken,Unknown,Catering Service
1998,February,Michigan,Restaurant,"Pizza, Unspecified",Unknown,4,0.0,0.0,Pie,Unknown,Restaurant
1998,February,Michigan,Restaurant,Unspecified Fish; French Fries,Unknown,2,0.0,0.0,"Fish, Perch; French Fries",Unknown,Restaurant
1998,February,Minnesota,Restaurant; Private Home/Residence,Unknown,Norovirus genogroup I,13,0.0,0.0,Unknown,Norovirus,Restaurant
1998,February,Minnesota,School/College/University,"Ground Beef, Unspecified",Clostridium perfringens; Staphylococcus aureus,16,0.0,0.0,Beef,Clostridium perfringens; Staphylococcus aureus,School/College/University
1998,February,Mississippi,Restaurant,Unknown,Unknown,12,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,Nebraska,Restaurant,"Steak, Prime Rib; Potato, Baked",Clostridium perfringens,45,0.0,0.0,"Steak, Prime Rib; Potato, Baked",Clostridium perfringens,Restaurant
1998,February,New Hampshire,Catering Service,Unknown,Unknown,16,0.0,0.0,Unknown,Unknown,Catering Service
1998,February,New Jersey,Restaurant,Unknown,Shigella flexneri,10,6.0,0.0,Unknown,Shigella flexneri,Restaurant
1998,February,New York,Restaurant,Unknown,Unknown,8,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,New York,Catering Service,"Egg Salad/Egg Salad Sandwich; Fish, White",Unknown,23,0.0,0.0,"Egg Salad/Egg Salad Sandwich; Fish, White",Unknown,Catering Service
1998,February,New York,Catering Service,Unknown,Unknown,17,0.0,0.0,Unknown,Unknown,Catering Service
1998,February,New York,Catering Service,Unknown,Unknown,17,1.0,0.0,Unknown,Unknown,Catering Service
1998,February,New York,Catering Service,Unknown,Unknown,18,0.0,0.0,Unknown,Unknown,Catering Service
1998,February,New York,Restaurant,"Deli Meat, Multiple",Yersinia enterocolitica,9,0.0,0.0,"Deli Meat, Multiple",Yersinia enterocolitica,Restaurant
1998,February,North Carolina,Catering Service,Unknown,Campylobacter unknown,9,0.0,0.0,Unknown,Campylobacter,Catering Service
1998,February,North Carolina,Restaurant,"Roast Beef, Unspecified",Unknown,9,0.0,0.0,Beef,Unknown,Restaurant
1998,February,Ohio,Restaurant,"Taco, Beef",Unknown,2,1.0,0.0,"Taco, Beef",Unknown,Restaurant
1998,February,Ohio,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,Ohio,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,Ohio,Catering Service,"Nuts, Unspecified",Unknown,25,0.0,0.0,Butter,Unknown,Catering Service
1998,February,Ohio,Private Home/Residence,"Shrimp, Unspecified",Unknown,2,0.0,0.0,"Other Food; Shrimp, Unspecified",Unknown,Private Home/Residence
1998,February,Ohio,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,Ohio,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,Ohio,Restaurant,"Chicken, Nuggets/Fingers",Unknown,3,1.0,0.0,Chicken,Unknown,Restaurant
1998,February,Oregon,Private Home/Residence,"Oysters, Fried",Unknown,4,0.0,0.0,"Oysters, Fried",Unknown,Private Home/Residence
1998,February,Oregon,Nursing Home/Assisted Living Facility,Unknown,Norovirus genogroup I,29,2.0,0.0,Unknown,Norovirus,Nursing Home/Assisted Living Facility
1998,February,Oregon,Restaurant,Caesar Salad,Unknown,38,0.0,0.0,Salad,Unknown,Restaurant
1998,February,Oregon,Restaurant,Pasta-Based Salads Unspecified,Unknown,15,0.0,0.0,Salad,Unknown,Restaurant
1998,February,Pennsylvania,Restaurant,"Seafood Soup/Stew, Unspecified; Butter; Soda, Unspecified",Unknown,20,0.0,0.0,"Seafood Soup/Stew, Unspecified; Butter; Soda, Unspecified",Unknown,Restaurant
1998,February,Pennsylvania,Restaurant,"Soda, Unspecified; Butter; Seafood, Unspecified",Unknown,11,0.0,0.0,"Unspecified Beverage; Cake, Brownie; Salad, Unspecified",Unknown,Restaurant
1998,February,Pennsylvania,Restaurant,"Soup, Other Seafood Chowder; Butter; Soda, Other",Unknown,20,0.0,0.0,"Soup, Other Seafood Chowder; Butter; Soda, Other",Unknown,Restaurant
1998,February,Pennsylvania,Restaurant,Unknown,Salmonella enterica,6,2.0,0.0,Unknown,Salmonella enterica,Restaurant
1998,February,Pennsylvania,Restaurant,Unknown,Unknown,15,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,Texas,Unknown,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Unknown
1998,February,Texas,Camp,Unknown,Unknown,5,0.0,0.0,Unknown,Unknown,Camp
1998,February,Texas,Restaurant,"Soup, Chicken",Staphylococcus aureus,22,0.0,0.0,"Soup, Chicken",Staphylococcus aureus,Restaurant
1998,February,Texas,Restaurant,Unknown,Hepatitis A,94,0.0,1.0,Unknown,Hepatitis A,Restaurant
1998,February,Washington,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,Washington,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
1998,February,Washington,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
1998,March,Alabama,Restaurant,Unknown,Unknown,3,2.0,0.0,Unknown,Unknown,Restaurant
1998,March,Alabama,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
1998,March,Arkansas,Grocery Store,"Chicken, Smoked",Streptococcus group A,4,4.0,0.0,"Chicken, Smoked; Rice",Streptococcus group A,Grocery Store
1998,March,California,Restaurant,Unknown,Salmonella enterica,26,0.0,0.0,Unknown,Salmonella enterica,Restaurant
1998,March,California,Unknown,"Sausage, Unspecified",Unknown,5,1.0,0.0,Pie,Unknown,Unknown
1998,March,California,Restaurant,"Chile Relleno, Unspecified; Rice, Unspecified; Beans, Unspecified",Salmonella enterica,4,0.0,0.0,"Meat Casserole; Refried Beans, Unspecified; Potato, Unspecified",Salmonella enterica,Restaurant
1998,March,California,Private Home/Residence,Unknown,Unknown,7,0.0,0.0,Unknown,Unknown,Private Home/Residence
1998,March,California,Private Home/Residence,"Ice Cream, Unspecified; Eggs, Other",Salmonella enterica,6,1.0,0.0,"Chile Relleno, Unspecified; Eggs, Other",Salmonella enterica,Private Home/Residence
1998,March,California,Private Home/Residence,"Chicken, Unspecified; Rice, Unspecified; Beans, Unspecified",Clostridium perfringens,48,0.0,0.0,"Meat Casserole; Refried Beans, Unspecified; Potato, Unspecified",Clostridium perfringens,Private Home/Residence
1998,March,California,Restaurant,"Fish, Ahi",Scombroid toxin,6,0.0,0.0,Fish,Scombroid toxin,Restaurant
1998,March,Colorado,Restaurant,Unknown,Virus,23,0.0,0.0,Unknown,Virus,Restaurant
1998,March,Florida,Hospital,"Leaf Lettuce, Unspecified",Norovirus genogroup I,14,0.0,0.0,Lettuce,Norovirus,Hospital
1998,March,Florida,Restaurant,"Salami, Unspecified",Unknown,11,0.0,0.0,Fish,Unknown,Restaurant
1998,March,Florida,Restaurant,"Taco, Beef",Unknown,2,0.0,0.0,"Taco, Beef",Unknown,Restaurant
1998,March,Florida,Restaurant,"Nachos, Unspecified",Staphylococcus aureus,2,0.0,0.0,"Nachos, Unspecified; Ribs, Pork",Staphylococcus aureus,Restaurant
1998,March,Florida,Restaurant,"Pasta, Unspecified; Chicken, Unspecified",Unknown,3,0.0,0.0,Steak,Unknown,Restaurant
1998,March,Florida,Restaurant,Multiple Foods,Unknown,2,0.0,0.0,Multiple Foods,Unknown,Restaurant
1998,March,Florida,Restaurant,"Pizza, Meat",Unknown,2,2.0,0.0,Pizza,Unknown,Restaurant
1998,March,Florida,Restaurant,"Chicken, Bbq",Salmonella enterica,2,0.0,0.0,Chicken,Salmonella enterica,Restaurant
1998,March,Florida,Restaurant,"Beans, Baked",Unknown,3,0.0,0.0,"Beans, Baked",Unknown,Restaurant
1998,March,Florida,Restaurant,"Rice, Unspecified; Beans, Unspecified",Unknown,2,0.0,0.0,Fruit,Unknown,Restaurant
1998,March,Florida,Restaurant,"Steak, Other",Unknown,2,0.0,0.0,"Steak, Other",Unknown,Restaurant
1998,March,Florida,Restaurant,"Sandwich, Unspecified; Salad, Unspecified",Norovirus genogroup I,24,0.0,0.0,"Sandwich, Wrap; Pasta, Unspecified",Norovirus,Restaurant
1998,March,Florida,Restaurant,"Ground Beef, Cheeseburger",Unknown,2,0.0,0.0,Ground Beef,Unknown,Restaurant
1998,March,Florida,Restaurant,"Pasta, Unspecified; Chicken, Unspecified",Unknown,3,1.0,0.0,Steak,Unknown,Restaurant
1998,March,Florida,Restaurant,"Pork, Bbq",Staphylococcus aureus,2,0.0,0.0,Pork,Staphylococcus aureus,Restaurant
1998,March,Florida,Restaurant,"Fish, Sole",Unknown,4,0.0,0.0,"Fish, Sole",Unknown,Restaurant
1998,March,Florida,Restaurant,"Pork, Bbq",Unknown,2,0.0,0.0,Pork,Unknown,Restaurant
1998,March,Florida,Restaurant,Unknown,Unknown,3,2.0,0.0,Unknown,Unknown,Restaurant
1998,March,Florida,Restaurant,"Oysters, Raw",Unknown,2,0.0,0.0,"Oysters, Raw",Unknown,Restaurant
1998,March,Florida,Unknown,"Sauces, Unspecified",Bacillus cereus,2,0.0,0.0,Fish,Bacillus cereus,Unknown
1998,March,Florida,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
1998,March,Florida,Restaurant,"Chicken, Unspecified",Salmonella enterica,4,0.0,0.0,Chicken,Salmonella enterica,Restaurant
1998,March,Florida,Restaurant,Ice,Norovirus genogroup I,7,0.0,0.0,Ice,Norovirus,Restaurant
1998,March,Florida,Restaurant,"Cream, Unspecified",Unknown,2,0.0,0.0,Beef,Unknown,Restaurant
1998,March,Florida,Restaurant,"Enchilada, Chicken",Salmonella enterica,3,0.0,0.0,"Enchilada, Beef",Salmonella enterica,Restaurant
1998,March,Florida,Restaurant,Ice,Norovirus genogroup I,8,0.0,0.0,Ice,Norovirus,Restaurant
1998,March,Florida,School/College/University,"Hot Dog, Unspecified",Salmonella enterica,2,1.0,0.0,"Hot Dog, Unspecified; Sauerkraut",Salmonella enterica,School/College/University
