Year,Month,State,Location,Food,Species,Illnesses,Hospitalizations,Fatalities,Food_grouped,Species_grouped,primary_location
1999,November,Washington,Restaurant,Unknown,Unknown,6,0.0,0.0,Unknown,Unknown,Restaurant
1999,November,Washington,Unknown,"Sandwich, Turkey; Sandwich, Ham",Virus,6,0.0,0.0,"Sandwich, Wrap; Sandwich, Wrap",Virus,Unknown
1999,November,Wisconsin,Restaurant,"Lasagna, Unspecified; Ravioli, Unspecified; Eggs, Other",Salmonella enterica,33,0.0,0.0,"Other Milk, Unspecified; Spaghetti, Unspecified",Salmonella enterica,Restaurant
1999,November,Wisconsin,Private Home/Residence,"Ground Beef, Meatballs",Norovirus genogroup I,20,0.0,0.0,Ground Beef,Norovirus,Private Home/Residence
1999,December,Alabama,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Alabama,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Alabama,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Arizona,Unknown,Unknown,Salmonella enterica,10,5.0,0.0,Unknown,Salmonella enterica,Unknown
1999,December,California,Restaurant,"Chicken, Unspecified; Mung Bean Sprouts",Salmonella enterica,108,13.0,0.0,"Chicken, Unspecified; Mung Bean Sprouts",Salmonella enterica,Restaurant
1999,December,California,Restaurant; Grocery Store,Unknown,Unknown,10,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,California,Restaurant,Unknown,Norovirus genogroup I,14,0.0,0.0,Unknown,Norovirus,Restaurant
1999,December,California,Restaurant,Unknown,Unknown,17,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,California,Private Home/Residence,"Chile Relleno, Unspecified; Pasta Salad; Eggs, Other",Salmonella enterica,14,0.0,0.0,"Chile Relleno, Unspecified; Eggs, Other",Salmonella enterica,Private Home/Residence
1999,December,California,Private Home/Residence,Unspecified Fish,Scombroid toxin,2,0.0,0.0,Fish,Scombroid toxin,Private Home/Residence
1999,December,California,Restaurant,"Burrito, Beef",Unknown,6,0.0,0.0,"Burrito, Bean",Unknown,Restaurant
1999,December,California,Restaurant,Unknown,Norovirus genogroup I,8,1.0,0.0,Unknown,Norovirus,Restaurant
1999,December,California,Restaurant; Private Home/Residence,"Lasagna, Beef; Eggs, Unspecified",Salmonella enterica,10,0.0,0.0,"Lasagna, Unspecified; Eggs, Other",Salmonella enterica,Restaurant
1999,December,Colorado,Restaurant,"Stew/Chili, Unspecified",Clostridium perfringens,5,0.0,0.0,"Ethnic Style, Unspecified",Clostridium perfringens,Restaurant
1999,December,Florida,Restaurant,"Ham, Unspecified",Unknown,6,0.0,0.0,Beef,Unknown,Restaurant
1999,December,Florida,Restaurant,Multiple Foods,Unknown,5,0.0,0.0,Multiple Foods,Unknown,Restaurant
1999,December,Florida,Restaurant,"Salmon, Unspecified",Unknown,8,1.0,0.0,Fish,Unknown,Restaurant
1999,December,Florida,Restaurant,"Ground Beef, Cheeseburger",Unknown,3,0.0,0.0,Ground Beef,Unknown,Restaurant
1999,December,Florida,Restaurant,"Oysters, Raw",Staphylococcus aureus,2,0.0,0.0,"Oysters, Raw",Staphylococcus aureus,Restaurant
1999,December,Florida,Restaurant,"Fish, Grouper, Unspecified",Clostridium perfringens,2,0.0,0.0,Fish,Clostridium perfringens,Restaurant
1999,December,Florida,Restaurant,"Condiment, Unspecified",Streptococcus group A; Norovirus genogroup I,16,0.0,0.0,Doughnuts,Streptococcus group A; Norovirus genogroup I,Restaurant
1999,December,Florida,Restaurant,Unknown,Unknown,2,1.0,0.0,Unknown,Unknown,Restaurant
1999,December,Florida,Restaurant,"Sandwich, Tuna Fish",Scombroid toxin,2,0.0,0.0,"Sandwich, Tuna Fish",Scombroid toxin,Restaurant
1999,December,Florida,Restaurant; Private Home/Residence; Grocery Store,"Multiple Cheeses, Unspecified; Chips And Salsa",Norovirus genogroup I,28,0.0,0.0,"Cheddar Cheese, Unspecified; Red Salsa",Norovirus,Restaurant
1999,December,Florida,Catering Service,"Turkey, Unspecified; Potato, Scalloped",Bacillus cereus; Clostridium perfringens,22,0.0,0.0,"Turkey, Unspecified; Potato, Scalloped",Bacillus cereus,Catering Service
1999,December,Florida,Restaurant,"Stuffing, Unspecified; Pork, Roasted",Unknown,4,0.0,0.0,"Eggs, Unspecified; Potato Stuffings",Unknown,Restaurant
1999,December,Florida,Restaurant,"Potato, Fried",Unknown,8,0.0,0.0,"Potato, Mashed",Unknown,Restaurant
1999,December,Florida,Restaurant,"Cake, Brownie",Heavy metals,2,0.0,0.0,"Cake, Brownie",Heavy metals,Restaurant
1999,December,Florida,Restaurant,Buffet,Bacillus cereus,2,0.0,0.0,Buffet,Bacillus cereus,Restaurant
1999,December,Florida,Restaurant,"Ground Beef, Hamburger",Unknown,2,0.0,0.0,Ground Beef,Unknown,Restaurant
1999,December,Florida,Restaurant,Clam Chowder,Unknown,4,0.0,0.0,"Soup, Clam Chowder",Unknown,Restaurant
1999,December,Florida,Restaurant,Caesar Salad,Norovirus genogroup I,7,0.0,0.0,Salad,Norovirus,Restaurant
1999,December,Florida,Restaurant,"Fish, Mahi Mahi",Unknown,4,0.0,0.0,Fish,Unknown,Restaurant
1999,December,Florida,Restaurant,"Oysters, Unspecified; Vegetable-Based Salads Unspecified",Unknown,3,0.0,0.0,"Vegetable Dip, Unspecified; Deli Tray; Celery, Unspecified",Unknown,Restaurant
1999,December,Florida,Restaurant,"Pizza, Meat",Chemical or toxin,5,0.0,0.0,Pizza,Chemical or toxin,Restaurant
1999,December,Georgia,Unknown,Unknown,Norovirus genogroup I,44,0.0,0.0,Unknown,Norovirus,Unknown
1999,December,Georgia,Catering Service,"Salad, Unspecified",Unknown,11,0.0,0.0,Salad,Unknown,Catering Service
1999,December,Georgia,Restaurant,"Salsa, Unspecified; Ice; Ground Beef, Unspecified",Norovirus genogroup I,41,4.0,0.0,Beef,Norovirus,Restaurant
1999,December,Hawaii,Unknown,Musubi (Rice In Seaweed); Spam,Unknown,2,0.0,0.0,Musubi (Rice In Seaweed),Unknown,Unknown
1999,December,Hawaii,Office/Indoor Workplace,"Tuna, Unspecified",Scombroid toxin,6,0.0,0.0,Fruit,Scombroid toxin,Office/Indoor Workplace
1999,December,Hawaii,Restaurant,Tuna Steak,Scombroid toxin,4,4.0,0.0,Tuna Steak,Scombroid toxin,Restaurant
1999,December,Illinois,Restaurant,"Fish, Mahi Mahi",Scombroid toxin,3,0.0,0.0,Fish,Scombroid toxin,Restaurant
1999,December,Illinois,Restaurant,Unknown,Unknown,7,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Illinois,Restaurant,Unknown,Unknown,5,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Illinois,Unknown,Unknown,Unknown,27,0.0,0.0,Unknown,Unknown,Unknown
1999,December,Illinois,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Indiana,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Indiana,Restaurant,Unknown,Virus,46,1.0,0.0,Unknown,Virus,Restaurant
1999,December,Indiana,Restaurant,Unknown,Virus,17,0.0,0.0,Unknown,Virus,Restaurant
1999,December,Iowa,Restaurant,"Steak, Prime Rib",Norovirus genogroup I,14,0.0,0.0,Steak,Norovirus,Restaurant
1999,December,Iowa,Restaurant,"Crab, Steamed; Shrimp, Unspecified",Unknown,7,0.0,0.0,"Shrimp, Steamed; Crab, Unspecified; Shrimp Salad",Unknown,Restaurant
1999,December,Iowa,Private Home/Residence; Catering Service,"Ham, Unspecified; Beef, Chili; Turkey, Smoked",Unknown,23,0.0,0.0,"Ham, Unspecified; Beef, Chili; Turkey, Smoked",Unknown,Private Home/Residence
1999,December,Iowa,Restaurant,"Tuna Dishes, Unspecified",Histamine,3,0.0,0.0,"Stuffed Shells, Unspecified",Histamine,Restaurant
1999,December,Kansas,Unknown,"Sandwich, Other Vegetable",Unknown,130,1.0,0.0,"Sandwich, Vegetable-Based",Unknown,Unknown
1999,December,Maine,Restaurant,Unknown,Unknown,7,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Maryland,Restaurant,Unknown,Unknown,6,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Maryland,Grocery Store,Unknown,Unknown,10,0.0,0.0,Unknown,Unknown,Grocery Store
1999,December,Maryland,Unknown,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Unknown
1999,December,Maryland,Restaurant,"Bread, Unspecified",Unknown,2,0.0,0.0,Beef,Unknown,Restaurant
1999,December,Maryland,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Maryland,Restaurant,"Pizza, Meat And Vegetable",Unknown,5,0.0,0.0,Pizza,Unknown,Restaurant
1999,December,Maryland,Restaurant,Chicken Salad,Unknown,3,0.0,0.0,Chicken,Unknown,Restaurant
1999,December,Maryland,Restaurant,"Unknown Beverage; Ground Beef, Cheeseburger; French Fries",Unknown,2,0.0,0.0,"Ground Beef, Cheeseburger; French Fries; Lettuce, Unspecified",Unknown,Restaurant
1999,December,Maryland,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Maryland,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Maryland,Restaurant,Unknown,Norovirus genogroup I,35,1.0,0.0,Unknown,Norovirus,Restaurant
1999,December,Maryland,Restaurant,Unknown,Norovirus genogroup I,26,0.0,0.0,Unknown,Norovirus,Restaurant
1999,December,Maryland,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Maryland,Private Home/Residence,Kidney Bean,Unknown,6,0.0,0.0,Kidney Bean,Unknown,Private Home/Residence
1999,December,Massachusetts,Restaurant,"Lasagna, Unspecified",Salmonella enterica,15,1.0,0.0,Doughnuts,Salmonella enterica,Restaurant
1999,December,Massachusetts,Unknown,Unknown,Unknown,66,0.0,0.0,Unknown,Unknown,Unknown
1999,December,Michigan,Unknown,"Ham, Unspecified; Potato, Unspecified; Salad, Unspecified",Unknown,40,0.0,0.0,"Sandwich, Unspecified; Potato, Unspecified; Macaroni Salad",Unknown,Unknown
1999,December,Michigan,Unknown,"Chicken, Cordon Bleu",Unknown,27,0.0,0.0,"Chicken, Cordon Bleu",Unknown,Unknown
1999,December,Michigan,Unknown,"Salad, Unspecified",Unknown,15,0.0,0.0,Salad,Unknown,Unknown
1999,December,Michigan,Unknown,Multiple Foods,Unknown,13,0.0,0.0,Multiple Foods,Unknown,Unknown
1999,December,Michigan,Restaurant,Unknown,Unknown,7,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Michigan,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Michigan,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Michigan,Restaurant; Private Home/Residence,Unknown,Unknown,40,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Michigan,Catering Service,Unknown,Unknown,62,0.0,0.0,Unknown,Unknown,Catering Service
1999,December,Michigan,Restaurant,Unknown,Unknown,12,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Michigan,Restaurant,Unknown,Unknown,6,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Minnesota,Grocery Store,"Ground Beef, Unspecified","Escherichia coli, Shiga toxin-producing",10,5.0,0.0,Beef,Escherichia coli,Grocery Store
1999,December,Minnesota,Catering Service,"Shrimp Cocktail; Ice Cream, Commercial",Norovirus genogroup I,29,0.0,0.0,"Ice Cream, Commercial",Norovirus,Catering Service
1999,December,Minnesota,Private Home/Residence,"Soda, Unspecified",Norovirus genogroup I,4,0.0,0.0,"Tomato Sauce, Unspecified",Norovirus,Private Home/Residence
1999,December,Minnesota,Private Home/Residence,Potato Salad,Staphylococcus aureus,21,0.0,0.0,Salad,Staphylococcus aureus,Private Home/Residence
1999,December,Multistate,Unknown,"Eggs, Quiche",Salmonella enterica,18,0.0,0.0,"Eggs, Quiche",Salmonella enterica,Unknown
1999,December,New Jersey,Restaurant,Unknown,Unknown,15,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,New Jersey,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,New Jersey,Unknown,Unknown,Norovirus genogroup I,12,0.0,0.0,Unknown,Norovirus,Unknown
1999,December,New Jersey,Restaurant,Unknown,Norovirus genogroup I,6,0.0,0.0,Unknown,Norovirus,Restaurant
1999,December,New Mexico,Nursing Home/Assisted Living Facility,Unknown,Salmonella enterica,4,3.0,2.0,Unknown,Salmonella enterica,Nursing Home/Assisted Living Facility
1999,December,New York,Hospital,Unknown,Listeria monocytogenes,6,0.0,0.0,Unknown,Listeria monocytogenes,Hospital
1999,December,New York,Catering Service; Grocery Store,"Sushi, Unspecified; Crab Cakes",Unknown,9,0.0,0.0,Fish,Unknown,Catering Service
1999,December,New York,Office/Indoor Workplace,Multiple Foods,Hepatitis A,8,0.0,0.0,Multiple Foods,Hepatitis A,Office/Indoor Workplace
1999,December,New York,Restaurant,Shrimp Cocktail,Unknown,22,0.0,0.0,Fruit Cocktail,Unknown,Restaurant
1999,December,North Carolina,Catering Service,"Ham, Unspecified",Staphylococcus aureus,48,0.0,0.0,Beef,Staphylococcus aureus,Catering Service
1999,December,North Carolina,Catering Service,"Bread, Unspecified",Norovirus genogroup I,14,0.0,0.0,Beef,Norovirus,Catering Service
1999,December,North Carolina,Catering Service,Pasta Salad,Clostridium perfringens,70,0.0,0.0,Salad,Clostridium perfringens,Catering Service
1999,December,Ohio,Restaurant,"Salad, Unspecified",Norovirus genogroup I,30,0.0,0.0,Salad,Norovirus,Restaurant
1999,December,Ohio,Unknown,Unknown,Unknown,18,0.0,0.0,Unknown,Unknown,Unknown
1999,December,Ohio,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Ohio,Restaurant,Unknown,Norovirus genogroup I,16,0.0,0.0,Unknown,Norovirus,Restaurant
1999,December,Ohio,Restaurant,"Fried Rice, Unspecified",Unknown,2,0.0,0.0,Rice/Beans,Unknown,Restaurant
1999,December,Ohio,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Ohio,Catering Service,"Salad, Unspecified",Norovirus genogroup I,83,1.0,0.0,Salad,Norovirus,Catering Service
1999,December,Ohio,Catering Service,Caesar Salad,Norovirus genogroup I,26,2.0,0.0,Salad,Norovirus,Catering Service
1999,December,Ohio,Private Home/Residence,Relish Tray,Norovirus genogroup I,9,0.0,0.0,Relish Tray,Norovirus,Private Home/Residence
1999,December,Ohio,Restaurant,"Ice Cream, Unspecified",Norovirus genogroup II,73,0.0,0.0,Dessert,Norovirus,Restaurant
1999,December,Ohio,Unknown,Unknown,Norovirus genogroup II,8,0.0,0.0,Unknown,Norovirus,Unknown
1999,December,Ohio,School/College/University,"Cookies, Unspecified",Norovirus genogroup I,150,0.0,0.0,"Cookies, Unspecified; Lemon Bars",Norovirus,School/College/University
1999,December,Oregon,Unknown,"Brie, Unspecified; Cocktail Sauce, Unspecified",Norovirus genogroup I,8,0.0,0.0,Fruit,Norovirus,Unknown
1999,December,Oregon,Unknown,"Cake, Cheese",Norovirus genogroup I,12,0.0,0.0,"Cake, Cheese",Norovirus,Unknown
1999,December,Oregon,Unknown,Unknown,Norovirus genogroup I,22,0.0,0.0,Unknown,Norovirus,Unknown
1999,December,Pennsylvania,Private Home/Residence,"Turkey, Unspecified; Potato Salad",Unknown,10,0.0,0.0,"Turkey, Unspecified; Potato, Scalloped",Unknown,Private Home/Residence
1999,December,Pennsylvania,Restaurant,Unknown,Unknown,4,1.0,0.0,Unknown,Unknown,Restaurant
1999,December,Pennsylvania,Restaurant,Unknown,Unknown,12,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Pennsylvania,Catering Service,"Water; Green Beans, Unspecified; Ice Cream, Unspecified",Unknown,44,0.0,0.0,"Melon, Unspecified; Watermelon; Pineapple, Unspecified",Unknown,Catering Service
1999,December,Pennsylvania,Restaurant,"Zucchini, Unspecified; Cake, Custard-Filled; Vegetable Dip, Unspecified",Unknown,10,0.0,0.0,"Zucchini, Unspecified; Cake, Custard-Filled; Vegetable Dip, Unspecified",Unknown,Restaurant
1999,December,Pennsylvania,Restaurant,Unknown,Unknown,6,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Tennessee,Restaurant,"Steak, Other",Bacillus cereus,56,0.0,0.0,"Steak, Other",Bacillus cereus,Restaurant
1999,December,Utah,Private Home/Residence,"Ice Cream, Unspecified",Salmonella enterica,3,0.0,0.0,Dessert,Salmonella enterica,Private Home/Residence
1999,December,Utah,School/College/University,Unknown,Salmonella enterica,59,0.0,0.0,Unknown,Salmonella enterica,School/College/University
1999,December,Washington,Restaurant,"Oysters, Raw",Unknown,2,0.0,0.0,"Oysters, Raw",Unknown,Restaurant
1999,December,Washington,Restaurant,"Mashed Potato/Gravy; Chicken, Unspecified",Unknown,6,0.0,0.0,"Mashed Potato/Gravy; Chicken, Unspecified",Unknown,Restaurant
1999,December,Washington,Unknown,"Salmon, Unspecified",Bacillus cereus,6,0.0,0.0,Fish,Bacillus cereus,Unknown
1999,December,Washington,Catering Service,"Sandwich, Ham",Virus,30,0.0,0.0,Sandwich,Virus,Catering Service
1999,December,Washington,Restaurant,Unknown,Unknown,9,0.0,0.0,Unknown,Unknown,Restaurant
1999,December,Washington,Private Home/Residence; Grocery Store,"Water; Celery, Unspecified; Peppers, Green",Norovirus genogroup II,62,2.0,0.0,"Water; Celery, Unspecified; Peppers, Green",Norovirus,Private Home/Residence
1999,December,Washington,Catering Service,"Turkey, Unspecified",Unknown,34,0.0,0.0,Salad,Unknown,Catering Service
1999,December,Washington,Unknown,Unknown,Virus,13,0.0,0.0,Unknown,Virus,Unknown
1999,December,Washington,Restaurant,"Salad, Unspecified",Unknown,3,0.0,0.0,Salad,Unknown,Restaurant
2000,January,Alabama,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
2000,January,Alabama,Restaurant; Private Home/Residence,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
2000,January,Alabama,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
2000,January,Alabama,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
2000,January,California,Restaurant,Unknown,Salmonella enterica,11,1.0,0.0,Unknown,Salmonella enterica,Restaurant
2000,January,California,Restaurant,Coleslaw; Chicken,Staphylococcus aureus,9,0.0,0.0,"Chicken, Unspecified; Coleslaw",Staphylococcus aureus,Restaurant
2000,January,California,Private Home/Residence,"Tomato, Unspecified; Squash, Unspecified",Clostridium botulinum,2,2.0,0.0,"Eggs, Unspecified; Pork, Chops; Ham, Unspecified",Clostridium botulinum,Private Home/Residence
2000,January,California,Unknown,Unknown,Unknown,22,0.0,0.0,Unknown,Unknown,Unknown
2000,January,California,Restaurant,"Pizza, Meat And Vegetable",Unknown,9,0.0,0.0,Pizza,Unknown,Restaurant
2000,January,California,Grocery Store,"Salad, Unspecified",Unknown,35,0.0,0.0,Salad,Unknown,Grocery Store
2000,January,California,Office/Indoor Workplace,"Pork, Chops",Unknown,3,0.0,0.0,"Pork, Chops",Unknown,Office/Indoor Workplace
2000,January,California,Restaurant,Unknown,Unknown,5,0.0,0.0,Unknown,Unknown,Restaurant
2000,January,Colorado,Restaurant,"Sandwich, Unspecified",Hepatitis A,4,0.0,0.0,Sandwich,Hepatitis A,Restaurant
2000,January,Colorado,Restaurant,"Beef/Steak Dish, Unspecified; Potato, Baked",Unknown,17,0.0,0.0,"Taco, Unspecified; Beef/Steak Dish, Other",Unknown,Restaurant
2000,January,Florida,Restaurant,Unknown Food,Clostridium perfringens,13,0.0,0.0,Unknown Seafood,Clostridium perfringens,Restaurant
2000,January,Florida,Restaurant,"Sandwich, Roast Beef",Unknown,2,0.0,0.0,"Sandwich, Roast Beef",Unknown,Restaurant
2000,January,Florida,Grocery Store,"Soup, Bean",Clostridium perfringens,6,0.0,0.0,"Soup, Bean",Clostridium perfringens,Grocery Store
2000,January,Florida,Restaurant,"Chicken, Buffalo Wings",Unknown,3,0.0,0.0,Chicken,Unknown,Restaurant
2000,January,Florida,Restaurant,Cannelloni; House Salad,Unknown,2,0.0,0.0,Cannelloni; House Salad,Unknown,Restaurant
2000,January,Florida,Restaurant,"Pizza, Meat",Staphylococcus aureus,3,0.0,0.0,Pizza,Staphylococcus aureus,Restaurant
2000,January,Florida,Restaurant,Greek Salad,Unknown,5,0.0,0.0,Salad,Unknown,Restaurant
2000,January,Florida,Restaurant,"Steak, Unspecified",Unknown,3,0.0,0.0,Chocolate Milk,Unknown,Restaurant
2000,January,Florida,Private Home/Residence,"Ground Beef, Hamburger; Hot Dog, Unspecified",Norovirus genogroup I,6,2.0,0.0,"Ground Beef, Hamburger; Cheese, Unspecified; Bun; Potato Chips; Pizza",Norovirus,Private Home/Residence
2000,January,Florida,School/College/University,Other Food,Hepatitis A,2,0.0,0.0,Other Food,Hepatitis A,School/College/University
2000,January,Florida,Restaurant,"Rice, Brown",Unknown,4,0.0,0.0,"Rice, Brown",Unknown,Restaurant
2000,January,Florida,Restaurant,"Bread, Cornbread Dressing; Salad Bar",Unknown,2,0.0,0.0,"Bread, Cornbread Dressing; Salad Bar",Unknown,Restaurant
2000,January,Florida,Restaurant; Private Home/Residence,"Oysters, Raw",Norovirus genogroup II,20,0.0,0.0,"Oysters, Raw",Norovirus,Restaurant
2000,January,Florida,Restaurant,"Seafood, Unspecified; Lettuce-Based Salads Unspecified",Unknown,12,0.0,0.0,"Pudding, Bread; Lettuce-Based Salads Unspecified; Pasta-Based Salads Unspecified",Unknown,Restaurant
2000,January,Florida,Restaurant,Chicken Salad,Salmonella enterica,2,1.0,0.0,Chicken,Salmonella enterica,Restaurant
2000,January,Florida,Restaurant,Greek Salad,Staphylococcus aureus,2,0.0,0.0,Salad,Staphylococcus aureus,Restaurant
2000,January,Georgia,Restaurant; Catering Service,"Mashed Potato/Gravy; Pie, Pecan",Staphylococcus aureus,15,3.0,0.0,"Mashed Potato/Gravy; Pie, Pecan",Staphylococcus aureus,Restaurant
2000,January,Georgia,Nursing Home/Assisted Living Facility,Unknown,Norovirus genogroup I,50,0.0,0.0,Unknown,Norovirus,Nursing Home/Assisted Living Facility
2000,January,Georgia,Nursing Home/Assisted Living Facility,Unknown,Unknown,50,0.0,0.0,Unknown,Unknown,Nursing Home/Assisted Living Facility
2000,January,Hawaii,Grocery Store,"Snapper, Unspecified",Ciguatoxin,4,0.0,0.0,"Home Canned Pepper, Unspecified",Ciguatoxin,Grocery Store
2000,January,Illinois,Restaurant,Unknown,Norovirus genogroup I,7,0.0,0.0,Unknown,Norovirus,Restaurant
2000,January,Illinois,Restaurant,Unknown,Norovirus genogroup I,3,0.0,0.0,Unknown,Norovirus,Restaurant
2000,January,Illinois,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
2000,January,Indiana,Restaurant,Unknown,Unknown,21,1.0,0.0,Unknown,Unknown,Restaurant
2000,January,Kansas,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
2000,January,Maryland,Private Home/Residence,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Private Home/Residence
2000,January,Maryland,Restaurant,Crab Cakes,Salmonella enterica,5,0.0,0.0,"Crab, Cooked",Salmonella enterica,Restaurant
2000,January,Maryland,Restaurant,Unknown,Unknown,7,0.0,0.0,Unknown,Unknown,Restaurant
2000,January,Maryland,Restaurant,"Condiment, Unspecified",Unknown,6,0.0,0.0,Doughnuts,Unknown,Restaurant
2000,January,Maryland,Restaurant,Unknown,Unknown,5,0.0,0.0,Unknown,Unknown,Restaurant
2000,January,Maryland,Restaurant,Unknown,Unknown,3,0.0,0.0,Unknown,Unknown,Restaurant
2000,January,Maryland,Restaurant,Unspecified Beverage,Unknown,2,0.0,0.0,"Beverage With Ice, Unspecified",Unknown,Restaurant
2000,January,Maryland,Restaurant,Unknown,Unknown,2,0.0,0.0,Unknown,Unknown,Restaurant
2000,January,Maryland,Restaurant,Unknown,Unknown,4,0.0,0.0,Unknown,Unknown,Restaurant
2000,January,Maryland,Restaurant,"Fried Rice, Unspecified",Unknown,4,0.0,0.0,Rice/Beans,Unknown,Restaurant
2000,January,Massachusetts,Restaurant,"Chicken, Buffalo Wings",Salmonella enterica,7,0.0,0.0,Chicken,Salmonella enterica,Restaurant
2000,January,Massachusetts,Restaurant,Unknown,Unknown,8,0.0,0.0,Unknown,Unknown,Restaurant
2000,January,Massachusetts,Catering Service,"Canapes, Unspecified",Salmonella enterica,40,0.0,0.0,"Home Canned Pepper, Unspecified",Salmonella enterica,Catering Service
2000,January,Michigan,Restaurant,"Soda, Unspecified; French Fries",Unknown,4,0.0,0.0,"Other Cheese, Unspecified; French Fries",Unknown,Restaurant
2000,January,Michigan,Restaurant,"Sandwich, Monte Cristo",Unknown,4,2.0,0.0,"Sandwich, Monte Cristo",Unknown,Restaurant
2000,January,Michigan,Unknown,"Soda, Unspecified; Sandwich, Corned Beef; Pickles, Unspecified",Unknown,2,0.0,0.0,"Unspecified Beverage; Cake, Brownie; Salad, Unspecified",Unknown,Unknown
2000,January,Michigan,Unknown,"Nachos, Unspecified; Taco, Unspecified",Unknown,4,0.0,0.0,"Rice, Unspecified; Carrots, Unspecified; Fish, White",Unknown,Unknown
2000,January,Minnesota,Private Home/Residence,"Sandwich, Cucumber",Norovirus genogroup I,11,0.0,0.0,Cucumber Salad,Norovirus,Private Home/Residence
2000,January,Minnesota,Nursing Home/Assisted Living Facility,Unknown,Norovirus genogroup I,71,0.0,0.0,Unknown,Norovirus,Nursing Home/Assisted Living Facility
2000,January,Minnesota,Catering Service,"Vegetable Dip, Unspecified; Mixed Fruit",Norovirus genogroup I,44,0.0,0.0,"Vegetable Dip, Unspecified; Vegetable Tray",Norovirus,Catering Service
2000,January,Minnesota,Restaurant,"Vegetable Dip, Unspecified; Deli Tray; Celery, Unspecified",Norovirus genogroup I,24,0.0,0.0,"Vegetable Dip, Unspecified; Deli Tray; Celery, Unspecified",Norovirus,Restaurant
2000,January,Mississippi,Restaurant,Unknown,Unknown,5,0.0,0.0,Unknown,Unknown,Restaurant
2000,January,Missouri,Restaurant,Unknown,"Escherichia coli, Shiga toxin-producing",8,2.0,0.0,Unknown,Escherichia coli,Restaurant
2000,January,Multistate,Unknown,Bean Dip,Shigella sonnei,494,13.0,0.0,Bean Dip,Shigella sonnei,Unknown
2000,January,New Jersey,Unknown,"Fish, Herring",Clostridium botulinum,4,0.0,0.0,"Fish, Herring",Clostridium botulinum,Unknown
2000,January,New York,Restaurant,Rolls; Butter,Norovirus genogroup I,25,0.0,0.0,Rolls; Butter,Norovirus,Restaurant
2000,January,New York,Unknown,"Unspecified Vegetables; Cheese, Unspecified; Dips, Unspecified",Unknown,16,0.0,0.0,"Vegetable Dip, Unspecified; Deli Tray; Celery, Unspecified",Unknown,Unknown
2000,January,New York,Unknown,Unknown,Unknown,23,0.0,0.0,Unknown,Unknown,Unknown
2000,January,Ohio,Restaurant,"Sandwich, Submarine",Unknown,2,0.0,0.0,Sandwich,Unknown,Restaurant
2000,January,Ohio,Restaurant,"Ground Beef, Unspecified",Clostridium perfringens,4,0.0,0.0,Beef,Clostridium perfringens,Restaurant
2000,January,Ohio,Restaurant,"Sandwich, Submarine",Norovirus genogroup II,3,0.0,0.0,Sandwich,Norovirus,Restaurant
